3,6,24738270,59441120,,112,103,Z
3,6,24751430,59442930,,333,110,Z
3,6,24667920,59461230,,145,131,Z
3,6,24665390,59462970,,321,151,false
3,6,24709600,59450160,,142,152,false
3,6,24739280,59414170,,13,167,false
3,6,24745640,59431990,,182,170,false
3,6,24753730,59440390,,354,175,false
1,1,24658720,59400600,,240,317,Z
1,4,24690260,59399740,,78,319,Z
1,1,24700460,59424900,,204,327,Z
1,4,24679810,59400080,,126,329,Z
1,5,24658650,59400790,,164,332,Z
1,5,24736050,59439050,,33,333,Z
1,4,24729950,59436580,,270,335,Z
1,4,24697310,59402610,,226,336,Z
1,4,24680080,59399540,,156,337,Z
1,5,24658670,59400570,,152,338,Z
1,1,24711510,59432340,,38,339,Z
1,1,24658810,59400680,,159,340,Z
1,5,24698200,59422110,,27,341,Z
1,5,24669410,59404130,,256,342,Z
1,5,24710010,59430950,,238,343,Z
1,1,24690990,59414540,,28,344,Z
1,1,24755820,59434870,,173,345,Z
1,4,24716660,59432330,,327,346,Z
1,3,24738300,59430970,,156,433,Z
1,3,24659550,59400750,,329,435,Z
1,3,24659380,59400190,,121,438,Z
1,3,24709050,59414790,,19,440,Z
1,1,24658560,59400880,,161,441,Z
1,3,24731870,59428870,,77,442,Z
1,3,24660540,59399880,,115,443,Z
1,1,24726330,59434710,,74,445,Z
1,1,24737380,59431900,,247,446,Z
1,3,24693410,59400690,,227,447,Z
1,1,24680920,59404940,,215,449,Z
1,1,24658690,59400430,,158,450,Z
3,6,24742640,59428160,,196,502,Z
3,6,24734050,59411130,,201,504,Z
3,6,24669400,59461160,,317,509,Z
3,6,24729130,59441950,,116,510,Z
3,6,24681170,59455040,,135,513,Z
3,6,24734160,59411400,,204,515,Z
3,6,24736840,59413390,,221,517,Z
3,6,24669580,59461090,,999,518,Z
3,6,24742660,59422700,,357,519,Z
2,42,24652640,59416730,,148,1012,Z
2,52,24796200,59423620,,81,1014,Z
2,18A,24660710,59371320,,52,1016,Z
2,23,24678330,59391600,,115,1017,Z
2,23,24688360,59386960,,275,1018,Z
2,18A,24750820,59435730,,53,1019,Z
2,40,24711160,59432840,,328,1021,Z
2,13,24635900,59412590,,114,1023,Z
2,36,24726110,59397500,,189,1024,Z
2,18,24736730,59410320,,209,1028,Z
2,17,24702160,59395770,,280,1039,Z
2,11,24656640,59410030,,263,1109,Z
2,45,24729950,59403170,,257,1112,Z
2,3,24748300,59427750,,253,1113,Z
2,24,24703040,59407690,,208,1116,Z
2,8,24760030,59438970,,154,1121,Z
2,43,24647730,59419400,,93,1144,Z
2,21A,24627820,59428180,,129,1145,Z
2,8,24759670,59438950,,258,1149,Z
2,21,24740330,59440400,,249,1152,Z
2,59,24719230,59436620,,320,1153,Z
2,23,24772230,59426900,,116,1157,Z
2,24,24644080,59394600,,190,1158,Z
2,37,24648940,59421590,,150,1160,Z
2,37,24659330,59410990,,281,1163,Z
2,45,24667450,59410620,,310,1164,Z
2,36,24635340,59412030,,123,1165,Z
2,28,24742510,59420980,,12,1166,Z
2,45,24688510,59386800,,129,1180,Z
2,24,24704070,59408330,,27,1186,Z
2,21B,24659270,59426310,,66,1204,Z
2,40,24700500,59446860,,334,1214,Z
2,41,24619880,59441640,,131,1215,Z
2,36,24746890,59434230,,223,1216,Z
2,24,24655050,59404750,,999,1222,Z
2,45,24635110,59412100,,144,1223,Z
2,52,24786180,59424010,,76,1226,Z
2,20A,24731920,59405600,,23,1227,Z
2,8,24797880,59445040,,218,1230,Z
2,41,24746770,59434140,,222,1235,Z
2,28,24639590,59415180,,345,1236,Z
2,24,24671530,59404280,,76,1238,Z
2,43,24714230,59432280,,241,1243,Z
2,21B,24698980,59429420,,277,1244,Z
2,42,24679360,59428880,,257,1249,Z
2,20A,24706610,59403580,,300,1262,Z
2,21B,24742310,59441620,,23,1277,Z
2,9,24657540,59409440,,195,1281,Z
2,3,24741070,59432630,,243,1289,Z
2,3,24725290,59449180,,311,1297,Z
2,52,24796720,59424180,,70,1300,Z
2,18,24732120,59405400,,25,1302,Z
2,17,24684290,59395180,,129,1305,Z
2,42,24714600,59427840,,274,1316,Z
2,40,24733800,59433800,,334,1317,Z
2,42,24755800,59434260,,176,1347,Z
2,9,24658290,59410900,,220,1348,Z
2,23,24729850,59420540,,346,1384,Z
2,24,24739470,59431510,,39,1406,Z
2,24,24659370,59401090,,223,1408,Z
2,18,24750450,59435570,,55,1415,Z
2,13,24897280,59444900,,247,1421,Z
2,17,24734300,59429430,,62,1422,Z
2,52,24792480,59427890,,305,1423,Z
2,42,24653250,59413280,,32,1424,Z
2,18A,24748910,59435070,,45,1426,Z
2,36,24635070,59412110,,183,1428,Z
2,17A,24684310,59395030,,143,1438,Z
2,21A,24636440,59412730,,27,1473,Z
2,45,24786850,59422280,,83,1475,Z
2,45,24634770,59411930,,188,1478,Z
2,17,24767400,59427630,,285,1486,Z
2,36,24637520,59412810,,290,1491,Z
2,17,24680120,59399360,,192,1494,Z
2,41,24645890,59423740,,267,1496,Z
2,36,24672100,59397240,,172,1506,Z
2,40,24694770,59443970,,92,1516,Z
2,18A,24671850,59374750,,247,1518,Z
2,40,24757500,59434780,,86,1520,Z
2,36,24735170,59408450,,27,1553,Z
2,28,24742250,59419840,,120,1559,Z
2,3,24741910,59419960,,999,1560,Z
2,17,24711030,59406830,,23,1561,Z
2,23,24738430,59431210,,170,1563,Z
2,59,24711060,59445100,,161,1568,Z
2,37,24659600,59400710,,328,1740,Z
2,41B,24726000,59434720,,69,1742,Z
2,8,24850250,59479200,,46,1744,Z
2,73,24684050,59458580,,314,1747,Z
2,3,24722240,59434120,,150,1757,Z
2,43,24634850,59411700,,147,1759,Z
2,28,24698230,59402790,,43,1774,Z
2,24,24738230,59430920,,135,1798,Z
2,8,24767470,59439590,,102,1813,Z
2,36,24654940,59404550,,329,1861,Z
2,34,24775130,59440020,,326,1885,Z
2,37,24678140,59401920,,24,1908,Z
2,43,24716550,59432660,,56,1942,Z
2,20A,24630050,59364450,,92,1960,Z
2,28,24724840,59407970,,59,1969,Z
2,61,24681530,59404790,,298,2032,Z
2,10,24633670,59373640,,195,2034,Z
2,38,24889420,59481280,,319,2035,Z
2,57,24763820,59362470,,156,2064,Z
2,16,24683710,59415860,,116,2065,Z
2,4,24635400,59412060,,186,2068,Z
2,33,24717870,59366220,,0,2069,Z
2,34,24805290,59449560,,36,2070,Z
2,1,24732570,59436240,,350,2100,Z
2,34,24904480,59467360,,251,2123,Z
2,72,24667220,59461310,,223,2125,Z
2,10,24635110,59411770,,999,2127,Z
2,16,24640230,59412770,,0,2132,Z
2,2,24815790,59406730,,1,2140,Z
2,42,24647960,59423500,,30,2148,Z
2,2,24742080,59441770,,41,2181,Z
2,5,24739240,59413870,,14,2189,Z
2,61,24626420,59408190,,240,2194,Z
2,10,24635320,59411980,,128,2198,Z
2,72,24701200,59445880,,152,2199,Z
2,16,24750350,59422180,,347,2200,Z
2,22,24636050,59412750,,145,2208,Z
2,10,24635200,59412180,,181,2212,Z
2,46,24635270,59411800,,119,2234,Z
2,5,24717940,59366090,,19,2252,Z
2,33,24718130,59366090,,17,2255,Z
2,12,24809700,59426360,,83,2257,Z
2,61,24699980,59396540,,125,2258,Z
2,27,24583690,59414750,,244,2290,Z
2,72,24712210,59419080,,206,2311,Z
2,10,24684260,59399130,,256,2330,Z
2,16,24634620,59411970,,190,2333,Z
2,16,24761380,59418260,,240,2375,Z
2,2,24746310,59432950,,277,2441,Z
2,5,24751630,59436200,,233,2445,Z
2,72,24692090,59400250,,238,2446,Z
2,1,24829920,59499070,,300,2455,Z
2,16,24715350,59427810,,273,2459,Z
2,29,24896280,59447480,,156,2471,Z
2,29,24811280,59443060,,69,2472,Z
2,72,24719780,59427050,,29,2497,Z
2,5,24726090,59397720,,195,2501,Z
2,5,24718070,59365700,,21,2502,Z
2,5,24717890,59365850,,350,2504,Z
2,33,24665010,59410580,,231,2508,Z
2,27,24668400,59410140,,22,2513,Z
2,34,24759610,59438870,,244,2515,Z
2,42,24635770,59412410,,132,2522,Z
2,13,24634220,59412500,,229,2523,Z
2,5,24717850,59365470,,183,2525,Z
2,1,24835610,59489450,,130,2526,Z
2,5,24772910,59441860,,67,2527,Z
2,52,24793380,59427580,,124,2542,Z
2,1,24806630,59450680,,32,2543,Z
2,42,24636010,59412670,,138,2566,Z
2,42,24725940,59428160,,83,2580,Z
2,72,24680380,59399370,,142,2600,Z
2,33,24704540,59442630,,152,2614,Z
2,4,24639700,59416250,,4,2618,Z
2,10,24688890,59399600,,77,2643,Z
2,5,24793570,59442890,,246,2645,Z
2,33,24704730,59378020,,136,2647,Z
2,72,24700290,59447030,,333,2658,Z
2,27,24611170,59356670,,191,2660,Z
2,57,24734410,59407870,,207,2669,Z
2,16,24679650,59416850,,294,2672,Z
2,43,24635430,59412480,,158,2677,Z
2,27,24670910,59400080,,163,2689,Z
2,33,24700210,59424420,,24,2690,Z
2,61,24660610,59408420,,112,2700,Z
2,13,24636520,59411750,,273,2705,Z
2,16,24635410,59412580,,999,2707,Z
2,13,24814140,59432010,,85,2716,Z
2,1,24757120,59435500,,999,2720,Z
2,46,24662160,59411220,,339,2722,Z
2,73,24745790,59432870,,192,2724,Z
2,61,24642140,59411790,,112,2726,Z
2,20,24769870,59441230,,66,2727,Z
2,2,24742600,59432660,,61,2731,Z
2,1,24783010,59440010,,245,2748,Z
2,20,24639100,59384120,,194,2757,Z
2,16,24634830,59411830,,999,2764,Z
2,5,24717380,59369960,,355,2767,Z
2,43,24651160,59418220,,326,2770,Z
2,10,24640140,59386130,,14,2773,Z
2,72,24695700,59401420,,46,2777,Z
2,20,24664570,59403380,,58,2804,Z
2,20,24756400,59439980,,294,2849,Z
2,33,24673230,59384480,,55,2897,Z
2,61,24615760,59404720,,215,2923,Z
2,7,24838670,59416590,,301,3010,Z
2,12,24653910,59415950,,141,3011,Z
2,12,24661560,59412470,,316,3012,Z
2,60,24895200,59447830,,106,3014,Z
2,15,24865590,59416160,,289,3018,Z
2,60,24852080,59451670,,243,3021,Z
2,52,24759970,59437490,,268,3024,Z
2,31,24885680,59453940,,126,3029,Z
2,54,24759070,59430140,,49,3030,Z
2,50,24892720,59444110,,139,3032,Z
2,67,24798180,59435270,,278,3034,Z
2,67,24897210,59444910,,4,3036,Z
2,35,24859800,59434640,,250,3044,Z
2,67,24781690,59432450,,110,3062,Z
2,15,24790250,59423020,,73,3063,Z
2,60,24760030,59437340,,272,3067,Z
2,68,24892210,59447610,,67,3070,Z
2,66,24711460,59436050,,150,3072,Z
2,17A,24743940,59433150,,282,3086,Z
2,55,24759530,59433730,,95,3102,Z
2,51,24771760,59438530,,252,3106,Z
2,68,24895270,59447760,,92,3129,Z
2,44,24846430,59436250,,72,3135,Z
2,51,24827940,59443990,,153,3136,Z
2,7,24798400,59425820,,258,3137,Z
2,54,24861800,59448030,,77,3154,Z
2,13,24635500,59412610,,126,3206,Z
2,5,24718160,59366280,,5,3207,Z
2,55,24847620,59431060,,340,3217,Z
2,54,24894100,59448050,,263,3219,Z
2,65,24896620,59446450,,206,3220,Z
2,31,24756110,59434320,,279,3229,Z
2,46,24896300,59447530,,293,3241,Z
2,7,24896960,59445260,,314,3274,Z
2,58,24843210,59435850,,252,3275,Z
2,58,24778700,59427680,,316,3276,Z
2,50,24894820,59443190,,118,3278,Z
2,58,24896250,59447610,,128,3280,Z
2,66,24848850,59436710,,252,3283,Z
2,39,24798280,59434180,,11,3298,Z
2,50,24832010,59434140,,253,3310,Z
2,31,24861860,59454030,,247,3312,Z
2,66,24895120,59447960,,331,3313,Z
2,29,24813300,59444310,,234,3319,Z
2,55,24841410,59431680,,228,3320,Z
2,68,24767630,59432500,,194,3321,Z
2,31,24779440,59432860,,102,3349,Z
2,35,24781330,59439700,,251,3361,Z
2,12,24823000,59441690,,155,3365,Z
2,49,24884870,59472630,,248,3368,Z
2,65,24824520,59447590,,244,3374,Z
2,66,24822180,59442680,,150,3380,Z
2,13,24811290,59432210,,263,3382,Z
2,23,24655450,59404850,,325,3389,Z
2,67,24896930,59445220,,17,3392,Z
2,8,24880380,59490320,,346,3394,Z
2,13,24668450,59410460,,284,3395,Z
2,39,24842500,59431990,,152,3435,Z
2,46,24895960,59447920,,336,3436,Z
2,58,24843620,59432960,,267,3437,Z
2,49,24798520,59418390,,187,3444,Z
2,65,24798760,59418360,,0,3447,Z
2,63,24835290,59452390,,282,3450,Z
2,51,24875780,59443440,,156,3457,Z
2,49,24835880,59489340,,129,3466,Z
2,35,24897200,59444950,,5,3467,Z
2,68,24767480,59432370,,37,3468,Z
2,15,24840540,59415950,,120,3470,Z
2,67,24754000,59433050,,93,3479,Z
2,15,24861960,59415770,,271,3487,Z
2,68,24831290,59439860,,267,3488,Z
2,49,24840520,59415970,,118,3490,Z
2,60,24895170,59447850,,75,3495,Z
2,4,24591640,59433230,,117,3499,Z
2,42,24635790,59412480,,136,3507,Z
2,15,24783400,59425240,,310,3511,Z
2,65,24856200,59438000,,68,3512,Z
2,31,24895390,59447420,,106,3521,Z
2,73,24746530,59433900,,12,3528,Z
2,16,24744760,59432930,,72,3529,Z
2,7,24830350,59434900,,341,3534,Z
2,51,24895150,59447890,,75,3545,Z
2,52,24767530,59432440,,6,3550,Z
2,63,24865870,59454850,,69,3562,Z
2,44,24847020,59436440,,253,3565,Z
2,45,24635930,59412650,,134,3571,Z
2,9,24895850,59447630,,294,3572,Z
2,3,24703290,59453150,,24,3573,Z
2,24,24662330,59409170,,19,3574,Z
2,34,24759600,59438970,,257,3581,Z
2,50,24829830,59433710,,74,3593,Z
2,55,24856950,59437820,,338,3594,Z
2,67,24873590,59443150,,268,3625,Z
2,13,24706950,59403450,,299,3644,Z
2,31,24813650,59432060,,262,3670,Z
2,49,24872350,59443120,,266,3702,Z
2,35,24790970,59442360,,47,3703,Z
2,58,24895440,59447630,,103,3715,Z
2,66,24729370,59436500,,267,3779,Z
2,54,24835170,59429380,,150,3780,Z
2,63,24760690,59437210,,100,3781,Z
2,6,24849790,59489080,,85,3790,Z
2,60,24860960,59449640,,153,3792,Z
2,54,24830640,59428350,,71,3794,Z
2,39,24779090,59427950,,229,3810,Z
2,58,24838200,59434970,,73,3898,Z
2,13,24640320,59412150,,111,3920,Z
2,35,24877840,59441100,,7,3999,Z
